1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,EnclosedPorch,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,WoodDeckSF,YearBuilt,YearRemodAdd,SalePrice
1464,0.0,3.0,Gd,929,GLQ,556,,754,Unf,2007.0,1464,Gd,15256,49.0,84.0,160,5,8,1485,,2007,2007,282922
694,,3.0,No,0,Unf,672,,936,Unf,1998.0,1214,TA,10410,60.0,0.0,0,4,3,672,,1915,1950,105000
1646,0.0,2.0,Gd,1373,GLQ,221,0.0,482,Fin,2004.0,1646,Gd,3842,44.0,174.0,53,5,8,1594,,2004,2005,275000
768,0.0,2.0,Av,656,GLQ,112,,396,Unf,1988.0,768,TA,8445,70.0,0.0,0,7,5,768,,1972,2007,133000
833,0.0,3.0,No,625,,208,,0,None,,833,TA,8780,,0.0,0,5,5,833,,1985,1985,112000
741,622.0,3.0,No,0,,622,,528,Unf,1966.0,1363,TA,7740,60.0,0.0,0,7,4,622,0.0,1910,1950,125500
1236,857.0,3.0,No,0,Unf,791,,542,Fin,1986.0,2093,TA,20544,46.0,123.0,63,6,7,791,,1986,1991,215000
944,896.0,3.0,No,666,GLQ,278,,622,RFn,2001.0,1840,Gd,12420,79.0,0.0,45,5,7,944,,2001,2001,230000
1112,,3.0,No,120,BLQ,736,,271,Unf,1950.0,1668,TA,9600,80.0,0.0,0,8,6,856,,1950,2005,140000
1040,0.0,2.0,None,0,None,0,,420,Unf,1956.0,1040,TA,7200,60.0,0.0,0,5,4,0,,1949,1950,90000
1844,0.0,2.0,No,976,GLQ,868,,620,Fin,2005.0,1844,Gd,10994,88.0,366.0,44,5,8,1844,,2005,2006,257000
1053,795.0,4.0,No,0,Unf,833,,370,Unf,1922.0,1848,Gd,13053,64.0,0.0,0,7,6,833,,1923,2000,207000
1569,0.0,1.0,No,988,,398,,660,,2007.0,1569,Gd,3635,51.0,130.0,20,5,7,1386,,2007,2007,175900
1246,1044.0,4.0,No,0,Unf,777,,560,Unf,1971.0,2290,TA,11340,60.0,0.0,0,6,4,777,,1885,1950,122500
1310,1140.0,3.0,Mn,781,GLQ,503,,1069,Fin,1998.0,2450,Gd,16545,,731.0,126,5,8,1284,,1998,1998,340000
1144,0.0,3.0,No,25,BLQ,247,,336,Unf,1962.0,1144,TA,9204,71.0,0.0,88,5,5,1144,,1963,1963,124000
1844,0.0,3.0,Av,1110,Rec,734,216.0,540,RFn,1969.0,1844,Gd,16381,,312.0,73,5,6,1844,0.0,1969,1969,223000
708,708.0,3.0,No,404,ALQ,304,,776,RFn,1968.0,1416,TA,11700,90.0,420.0,169,6,6,708,,1968,1968,179900
1069,0.0,2.0,No,360,ALQ,709,,440,RFn,1977.0,1069,TA,4043,53.0,0.0,55,5,6,1069,,1977,1977,127500
848,0.0,1.0,Av,686,GLQ,162,,420,Fin,2003.0,848,Gd,4435,37.0,170.0,0,5,6,848,140.0,2003,2003,136500
1575,626.0,4.0,Av,0,,697,,432,Unf,1966.0,2201,Gd,19690,,0.0,236,7,6,697,,1966,1966,274970
1344,0.0,2.0,No,457,ALQ,193,,484,Unf,1970.0,1344,TA,9503,,0.0,28,5,5,1024,,1958,1983,144000
1252,0.0,3.0,No,0,Unf,1252,,528,Unf,1960.0,1252,Gd,10721,80.0,243.0,39,6,6,1252,,1959,1959,142000
1223,904.0,3.0,No,1000,GLQ,223,,525,RFn,1994.0,2127,Gd,10944,81.0,448.0,132,5,7,1223,,1994,1994,271000
1048,,3.0,No,580,BLQ,333,,288,Unf,1962.0,1558,TA,10930,60.0,0.0,0,6,5,913,,1945,1950,140000
804,0.0,,No,510,BLQ,278,,240,Unf,1940.0,804,Gd,7200,60.0,294.0,0,7,5,788,,1940,1992,119000
1440,0.0,3.0,No,678,BLQ,762,,467,Fin,1981.0,1440,Gd,12546,,310.0,0,7,6,1440,,1981,1981,182900
734,1104.0,4.0,Av,0,Unf,732,,372,Fin,2005.0,1838,TA,21930,60.0,0.0,40,5,5,732,,2005,2005,192140
958,0.0,2.0,No,958,LwQ,0,,440,RFn,1976.0,958,TA,4928,,0.0,60,6,6,958,0.0,1976,1976,143750
968,0.0,4.0,No,0,Unf,656,0.0,216,Unf,1928.0,968,TA,10800,60.0,0.0,0,6,4,656,,1927,2007,64500
962,830.0,3.0,No,0,Unf,936,,451,Fin,2000.0,1792,TA,10261,93.0,318.0,0,5,6,936,,2000,2000,186500
1126,0.0,3.0,No,936,ALQ,190,,484,RFn,1977.0,1126,TA,17400,80.0,0.0,41,5,5,1126,,1977,1977,160000
1537,0.0,3.0,No,0,,1319,,462,RFn,1962.0,1537,Gd,8400,80.0,237.0,36,9,6,1319,,1962,2005,174000
864,0.0,3.0,No,616,ALQ,248,,528,Unf,1974.0,864,TA,9000,60.0,0.0,0,6,4,864,,1971,1971,120500
1932,0.0,2.0,Av,1336,GLQ,596,,774,Fin,2008.0,1932,Ex,12444,96.0,426.0,66,5,8,1932,,2008,2008,394617
1236,0.0,2.0,No,600,GLQ,312,,923,,1957.0,1236,TA,7407,90.0,0.0,158,7,6,912,,1957,1996,149700
1040,685.0,3.0,No,315,GLQ,114,,550,RFn,1979.0,1725,TA,11584,80.0,96.0,88,6,7,539,,1979,1979,197000
1423,748.0,3.0,No,0,Unf,588,,672,Fin,1993.0,2555,TA,11526,79.0,0.0,0,7,6,588,,1922,1994,191000
848,0.0,1.0,Av,697,GLQ,151,,420,RFn,2004.0,848,Gd,4426,,147.0,0,5,6,848,,2004,2004,149300
1026,981.0,3.0,Av,765,GLQ,252,,812,,2008.0,2007,Ex,11003,85.0,160.0,52,5,10,1017,,2008,2008,310000
952,0.0,2.0,No,0,Unf,952,,192,Unf,1916.0,952,Fa,8854,,0.0,98,6,6,952,,1916,1950,121000
1422,0.0,3.0,Av,0,Unf,1422,0.0,626,RFn,2004.0,1422,Gd,8500,63.0,106.0,60,5,7,1422,,2004,2004,179600
913,0.0,3.0,Gd,187,LwQ,0,,240,Unf,1990.0,913,TA,8400,70.0,0.0,0,5,6,814,,1966,1966,129000
1188,0.0,3.0,No,593,,595,,312,Unf,1962.0,1188,TA,26142,,189.0,39,7,5,1188,,1962,1962,157900
1220,870.0,3.0,No,1079,GLQ,141,,556,RFn,1995.0,2090,Gd,10000,80.0,438.0,65,5,8,1220,,1995,1996,240000
796,550.0,2.0,No,0,Unf,560,,384,Unf,1950.0,1346,TA,11767,70.0,0.0,24,7,4,560,,1910,2000,112000
630,0.0,1.0,Av,553,GLQ,77,,0,None,,630,Ex,1533,21.0,0.0,0,7,5,630,,1970,1970,92000
896,896.0,4.0,No,0,Unf,896,,0,None,,1792,TA,9000,60.0,0.0,45,5,5,896,,1974,1974,136000
1578,0.0,3.0,No,0,Unf,1573,,840,,2008.0,1578,Ex,9262,78.0,194.0,36,5,8,1573,,2008,2009,287090
1072,0.0,2.0,Gd,547,GLQ,0,,525,Fin,2005.0,1072,TA,3675,35.0,80.0,28,5,5,547,,2005,2005,145000
1140,0.0,3.0,No,0,Unf,1140,0.0,0,None,,1140,TA,17217,90.0,0.0,56,5,5,1140,,2006,2006,84500
1221,0.0,2.0,No,410,GLQ,811,0.0,400,RFn,2004.0,1221,Gd,7500,62.0,0.0,113,5,7,1221,,2004,2005,185000
953,694.0,3.0,No,0,Unf,953,,460,RFn,1999.0,1647,TA,7917,62.0,0.0,40,5,6,953,0.0,1999,2000,175000
2073,0.0,,No,790,ALQ,589,,500,Unf,1978.0,2073,TA,13175,85.0,119.0,0,6,6,1542,,1978,1988,210000
1188,1152.0,4.0,No,275,GLQ,877,,252,RFn,1941.0,2340,Gd,9042,66.0,0.0,60,9,7,1152,,1941,2006,266500
1078,0.0,2.0,Mn,49,,0,112.0,240,Unf,1950.0,1078,Gd,9717,68.0,0.0,0,6,5,1078,,1950,1996,142125
1256,0.0,3.0,No,830,BLQ,136,0.0,276,Fin,1965.0,1256,TA,9937,75.0,0.0,68,6,5,1256,736.0,1965,1965,147500
